31.87093	120.54468
31.285155	121.128648
31.16156	120.67997
30.904237	120.660155
31.26494	120.59263
31.28441	120.542472
31.383646	121.056213
31.339916	120.955958
31.31314	120.66693
31.28715	120.66381
31.31028	120.62731
31.30916	120.62525
31.27698	120.60585
31.31208	120.62222
31.31277	120.62384
31.26989	120.61711
31.31325	120.62128
31.32201	120.70187
31.29122	120.63595
31.23572	120.63748
31.24703	120.61392
31.13609	120.83169
31.08265	120.41101
31.05125	120.78974
31.27404	120.62993
31.29584	120.68193
31.3028	120.61709
31.30944	120.59497
31.16328	120.63909
31.28193	120.60762
31.33899	120.61836
31.29001	120.60909
31.29935	120.59765
31.292542	120.625127
31.26889	120.64717
31.32496	120.61766
31.29099	120.63601
31.3086	120.60353
31.3076	120.62606
31.31869	120.6577
31.65396	120.7568
31.30721	120.65171
31.1634	120.72835
31.8634	120.53625
31.85852	120.54174
31.39021	120.6244
31.37123	120.48914
31.33472	120.40304
31.36761	120.66342
31.39371	120.6322
31.34268	120.59309
31.38578	120.93647
31.38408	121.00151
31.35683	120.96842
31.3739	120.9654
31.30385	120.57617
31.26764	120.51756
31.29375	120.56203
31.27053	120.58304
31.29297	120.55618
31.25523	120.51673
31.29169	120.39036
31.26687	120.51808
31.31117	120.57595
31.28729	120.60039
31.30045	120.61312
31.33046	120.57875
31.30984	120.603
31.28442	120.59838
31.31285	120.5919
31.366016	120.520904
31.296329	120.585014
31.300197	120.696899
31.223096	120.437751
31.359186	120.455558
31.209641	120.554718
31.132716	120.498836
31.266144	120.640146
31.810748	120.60484
31.2918387	120.6034656
31.287368	120.595428
31.310616	120.603037
31.309225	120.621586
30.899231	120.628845
30.899216	120.628845
31.30751	120.674896
31.30751	120.674896
31.449807	121.078641
31.366659	120.493783
31.433419	120.483252
31.419477	120.946755
30.899231	120.628845
31.551386	120.785288
31.550125	120.790344
31.745712	120.73244
31.745712	120.73244
31.816757	120.570953
31.243496	120.481062
31.30145	120.6817
31.31071	120.62625
31.20466	120.57766
31.69045	120.76462
31.3145	120.59785
31.28562	120.61761
31.31247	120.62308
31.86012	120.55244
31.26385	120.4994
31.25419	120.75898
31.881275	120.567913
31.551833	120.786345
31.310541	120.676803
31.221316	120.401852
31.340829849	120.61405181
31.308120727	120.62316894
31.341119766	120.6131134
31.317798923	120.65775115
31.265909194	120.72545623
31.3093204498	120.625167847
31.308830261	120.62416839
31.3682162793	120.446659137
31.320940017	120.71614837
31.367185	120.461025
31.651514	120.740659
31.311087523	120.62813173
31.3096391858	120.60481493
31.324520111	120.70435333
31.319152293	120.61931964
31.296390533	120.57924652
31.316509246	120.68065643
31.266316	120.726023
31.1493718518	121.020312272
31.304049	120.632139
31.1459296	121.0305301
31.307910919	120.6223526
31.309982	120.604801
31.19478923	120.36579237
31.02424533	120.84564372
31.31637099	120.55238064
31.30762343	120.626317
31.46899794	120.66058431
31.270809478	120.50713281
31.1284439999998	120.457272000001
31.3095934534543	120.600357055663
31.3109	120.624
31.27547556	120.59712761
31.502305	121.138481
31.357509	120.460174
31.28441	120.542472
31.29457	120.54905
31.32378	120.64617
31.29436	120.55224
31.66987	120.76243
31.29299	120.54901
31.28544	120.54238
31.29473	120.54093
31.31233	120.62644
31.360246	120.510292
31.284486	120.541995
31.291154	120.549115
31.292298	120.54801
31.290312	120.549235
31.28498	120.544551
31.293081	120.550873
31.305870433482	120.54595827579
31.305934600902	120.54596900451
31.30632	120.626434
31.312606	120.542403
31.294395	120.553116
31.461894	121.102201
31.267921	120.541146
31.228416	120.407318
31.311684	120.534084
31.618918	120.706127
31.618918	120.706127
31.305617	120.588657
31.77159	120.686
31.29076	120.54641
31.235099	120.594238
31.312284	120.649299
31.36031	120.509986
31.2947646	120.5416254
31.319755	120.551171
31.31252	120.551445
31.31252	120.551445
31.151472	120.632118
31.286964	120.544616
31.307519	120.547643
31.307519	120.547643
31.298886	120.585316
31.329098	120.610903
31.307519	120.547643
31.338899612	120.54218292
31.264120101	120.51757812
31.292298	120.54801
31.3191835371	120.674604263
31.320720672	120.64552307
31.294918791716	120.54143426478
31.285311205795	120.54167611483
31.37075	120.45969
31.305660979	120.546058416
31.272838	120.552898
31.289393092	120.54998517
31.267198	120.817008
31.2931	120.55221
31.29151	120.54857
31.288198	120.559997
31.292587	120.548721
31.262237	120.583877
31.260143	120.574417
31.280347	120.546775
